review_name,review_name_url,review_short_review,review_short_review_url,review_place_and_date,review_full_review,review_rating,review_rating_url
Maria S.,https://www.amazon.com/gp/profile/amzn1.account.AEICLBJ3HN3FS5FYGBY2VEPDEGNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Pretty good,https://www.amazon.com/gp/customer-reviews/R3OK9A04VR6U10/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 7, 2020",As expected,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3OK9A04VR6U10/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Nane,https://www.amazon.com/gp/profile/amzn1.account.AFOIOYJK4NUKUVOAVYIUFKP4XVCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,It was great,https://www.amazon.com/gp/customer-reviews/R2KJCCXKYML96X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on October 26, 2020",It works great,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2KJCCXKYML96X/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
margaret cagle,https://www.amazon.com/gp/profile/amzn1.account.AEM346KYVS5N2FDOC3LPELYJJ5KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,As shown,https://www.amazon.com/gp/customer-reviews/RUVPBUQH1PKYO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 16, 2020",Fast and accurate,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RUVPBUQH1PKYO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
June,https://www.amazon.com/gp/profile/amzn1.account.AE7TRZCFAUCQIAP7EIQZQQYN4QYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Glue sticks,https://www.amazon.com/gp/customer-reviews/R3EF7AT96H060Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 22, 2020","Only worked one time. Warm it up doesn't work, bad performance.",1.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3EF7AT96H060Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Angelina,https://www.amazon.com/gp/profile/amzn1.account.AF3PS6HHBYNJ7LJ5I5CEX5OMMUWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,I love it!,https://www.amazon.com/gp/customer-reviews/R22278GFD06762/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 2, 2022",So cute and useful. I love it !,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R22278GFD06762/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Stephen McLaughlin,https://www.amazon.com/gp/profile/amzn1.account.AGKDQ3DGB4UCBACXZUYWPPKKL5NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great buy,https://www.amazon.com/gp/customer-reviews/R1F5D8R4F9P02V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 23, 2020",Perfect,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1F5D8R4F9P02V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Moses Kangave,https://www.amazon.com/gp/profile/amzn1.account.AHHEMB3VLPD456BMY6XAKPVYUH3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,A good tool,https://www.amazon.com/gp/customer-reviews/R2LUEX1TJ9WKDK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 19, 2022",Love it,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2LUEX1TJ9WKDK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Keisha Jordan,https://www.amazon.com/gp/profile/amzn1.account.AF2XV7W5X7OI6NAMXEUMQTTXB3DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works perfect.,https://www.amazon.com/gp/customer-reviews/R29BIJ5BY6ACY6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 11, 2020","Works great and is super inexpensive. Love that it comes with glue sticks, it was rnough for my project! Heats up and cool down quickly",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R29BIJ5BY6ACY6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Linus Lillie,https://www.amazon.com/gp/profile/amzn1.account.AFRGPJ5QPVA6QGWWDN4H5WJRRUNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Heats Up Well, Glue Sticks Are Not the Best",https://www.amazon.com/gp/customer-reviews/R3THKS3D6UM9G3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 27, 2020","The glue gun works and heats up nicely. However, the glue sticks that come with the glue gun is not the best adhesive. I've had some projects come apart. I suggest you buy your preferred glue sticks then us them in this glue gun.",4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3THKS3D6UM9G3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
nmart,https://www.amazon.com/gp/profile/amzn1.account.AEJRADFLEGOL62HUCDLLHLXM6NJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,nice small size,https://www.amazon.com/gp/customer-reviews/R2IQ57KOYJIMPD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 20, 2019",nice small size,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2IQ57KOYJIMPD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Robbin C Nave,https://www.amazon.com/gp/profile/amzn1.account.AE4VKEEXHZXHQIAGED6I22KKZOIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great glue gun.,https://www.amazon.com/gp/customer-reviews/R21TUQJGYLFCA5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 3, 2022",Very easy to use and great for the price.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R21TUQJGYLFCA5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Ronnie Morgan,https://www.amazon.com/gp/profile/amzn1.account.AEUSNXM3SV7VSX3T6KL772BYNHCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good value,https://www.amazon.com/gp/customer-reviews/RGHUZT02ZTI7A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 21, 2020",Did the job I wanted it to do.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RGHUZT02ZTI7A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Toni Renee,https://www.amazon.com/gp/profile/amzn1.account.AGTCGQZTHZXUMTEEIAVAUVN33YTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,I needed a glue gun in a pinch.,https://www.amazon.com/gp/customer-reviews/R3RHZIGSI3P3F8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 4, 2021",It works for what I need until I get a bigger one,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3RHZIGSI3P3F8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Shelby,https://www.amazon.com/gp/profile/amzn1.account.AEO5OYUPV2SX7BNEDUBM4OD4M5SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works as it should,https://www.amazon.com/gp/customer-reviews/R29VZAWE7E5LPN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 6, 2021","I bought this for a project when I didn't want to run out to walmart or target to try and get it. It was the same price and basically the same. Doesn't get overly hot, so you can't burn yourself too badly (obviously don't touch the metal and leave your fingers on it or you will get burned, duh). The glue comes out as it should, nice and melty. Works well, and as it should.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R29VZAWE7E5LPN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Casey Denney,https://www.amazon.com/gp/profile/amzn1.account.AF47O3XATMZFYVKI4N75NQDEC55Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,AMAZING little miracle worker,https://www.amazon.com/gp/customer-reviews/RVQZOH8ZV34MK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 23, 2021",This thing really is amazing. I’ve used it so many times. Just order it already,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RVQZOH8ZV34MK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Hannah,https://www.amazon.com/gp/profile/amzn1.account.AHXNOZGWI3ZQM4IMA2JMYCSAEFRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Nice I love it,https://www.amazon.com/gp/customer-reviews/R3PGMLC81PLEV5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on January 27, 2022",I received hot glue gun have not use it yet but I will soon,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3PGMLC81PLEV5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
hongjie sun,https://www.amazon.com/gp/profile/amzn1.account.AHF4B5UNVDNMGXSLWVE67HBUPBGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,good,https://www.amazon.com/gp/customer-reviews/RMZ3WWFX1SK22/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 2, 2022","cheap, good to use.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RMZ3WWFX1SK22/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
shonda cooper,https://www.amazon.com/gp/profile/amzn1.account.AGRJEFFFCLEWP3KEMLPRCJYLRLPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Good product, although cheaper at Walmart!",https://www.amazon.com/gp/customer-reviews/R302JJRBAKYD3L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 5, 2021","I purchased this product to complete some diy projects around the house. My first job was an accent wall, inspired by a YouTuber. I looked for YouTube videos that advertised recommended glue guns, unsuccessfully. I eventually just settled for reading reviews to find one that worked good.
This glue gun is my first one ever, so I really have nothing to compare it to, but it works as intended.
It is very easy to use! It warms up in a few minutes and does not drip glue excessively, while sitting idle. It is rather small, but is sufficient for small projects.
On the downside, I paid a little over $6 for this, which included 10 glue sticks. I went to Walmart about a week later for other items, and just happened to go to the section where they have these. This exact item (gun only) was only $2.67, and I purchased a 100 pack of glue sticks @ about $6.28.
Definitely cheaper to purchase at Walmart, and had I not already used the glue sticks, I would have returned it.
I will say that for larger products, you might want to get a bigger glue gun, that takes bigger glue sticks, as the 10 that came with this was gone in like 5 minutes 😂.",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R302JJRBAKYD3L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Abbie Easterly,https://www.amazon.com/gp/profile/amzn1.account.AFS5MXEUSKMFSVHJ57NYBMOGQPCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works Great!,https://www.amazon.com/gp/customer-reviews/R3TO82AVY1M797/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 5, 2021","I received this product and went straight to work with it! it comes with glue sticks so you don't have to go buy any. It only took a couple seconds for it to warm up compared to other glue guns that take sometimes up to 5 minutes! Great product, would definitely order again!",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3TO82AVY1M797/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Harold Reeves,https://www.amazon.com/gp/profile/amzn1.account.AETPYQ2I2HHHSMVKIJTKM54R6Q2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great item !,https://www.amazon.com/gp/customer-reviews/R37QY1KQ73DJ9K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 9, 2020",Lived up to advertisement. #!!,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R37QY1KQ73DJ9K/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Wyrick,https://www.amazon.com/gp/profile/amzn1.account.AETFXCPXYO5IIH5MMRALSOOVRMPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Does the job!,https://www.amazon.com/gp/customer-reviews/RHE68Y3F5L5IS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 21, 2020",Great and inexpensive little glue gun. Works perfectly and it’s small so it’s easy to store.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RHE68Y3F5L5IS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
S,https://www.amazon.com/gp/profile/amzn1.account.AF3S5MXVCDJ22XULE2TVOEN4KZHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Didn’t get hot like my old glue gun,https://www.amazon.com/gp/customer-reviews/RFAPDNH2DEQ4Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 11, 2022","I can’t help but wonder is this is really a glue gun from AdTemp. Certainly didn’t seem like hi-temp. I’ve done crafts for much of my adult life, and this gun didn’t get hot enough for me.
I threw it away, probably should’ve returned it.
Maybe I just got a dud bc the AdTemp company has always been reliable…",2.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RFAPDNH2DEQ4Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Angie,https://www.amazon.com/gp/profile/amzn1.account.AFDHML5UIFGKFFPL57ULAOWA4HXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Worth more for your buck,https://www.amazon.com/gp/customer-reviews/RPWHGHPJ9SA80/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on May 12, 2020","Girl for the price it’s good yeah it has sometimes loose strings but you got a learn how to control it which is easy
I’m not gonna spend $15 on a glue gun when I can just spent four dollars on this one and it comes with glue like it’s affordable and the glue is high quality Clear",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RPWHGHPJ9SA80/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Silvia,https://www.amazon.com/gp/profile/amzn1.account.AH4D76SJ2Y3VOVHEZKVVPWO3IKIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works great,https://www.amazon.com/gp/customer-reviews/RUKHZX3C9ZKOW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 11, 2020",Bought the hot glue for some craft work and some minor fixing. It works great. It didn't take long to heat up and its very easy to use. So far I have not had any issue with it.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RUKHZX3C9ZKOW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
omar,https://www.amazon.com/gp/profile/amzn1.account.AFPQNXDS7Z6KSJKVPI2FLY52N54Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works perfect,https://www.amazon.com/gp/customer-reviews/RXJWJ54ZOBAQM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 12, 2021",Works perfect,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RXJWJ54ZOBAQM/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Emmanuella,https://www.amazon.com/gp/profile/amzn1.account.AHW35P3524R54O2BPBRIJEJOEVTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Esta bien,https://www.amazon.com/gp/customer-reviews/R3ED3H32CZEPRF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 26, 2020",Muy bien,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3ED3H32CZEPRF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Esmeralda,https://www.amazon.com/gp/profile/amzn1.account.AGQULITTVQOLNQMONKKKRFWWDJIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Worth it,https://www.amazon.com/gp/customer-reviews/R3G293762LO74L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on April 25, 2022",As you can see these are already well used. It work great. The glue sticks that come with it work as well. I used it for quince centerpieces and my pieces are holding on well. I would recommend.,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3G293762LO74L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Tim K Brodesser,https://www.amazon.com/gp/profile/amzn1.account.AEL5O6XDALG77KW3IDMFUUTJYKAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"works great, great quality, life is great",https://www.amazon.com/gp/customer-reviews/R3N4HTV6L8UL90/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 15, 2021","hot glue, what else is there to say? amazing...oh the pranks this will assist in....",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3N4HTV6L8UL90/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
tim,https://www.amazon.com/gp/profile/amzn1.account.AEDEYEWMXSGPLG5LFX2URYYP7HUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Hot glue gun,https://www.amazon.com/gp/customer-reviews/R1HSF8HI150OY6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 6, 2021",Works great,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1HSF8HI150OY6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Michael Angel,https://www.amazon.com/gp/profile/amzn1.account.AGMQHVNW3WG365QF3FXTRDKVO2ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Piece of junk,https://www.amazon.com/gp/customer-reviews/R9OHBFG1OZH6H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 18, 2022","Clogged after 2 sticks. Despite having a way to prop up while heating, it falls over from the weight of the cable because it weighs almost nothing. Halfway through a stick you have to use a third hand to push in another stick because of it's shoddy design, and have to waste a lot of glue just to keep it going.
But it permanently clogged from barely using it. Tried taking apart, can't unclog. Don't buy this, it's a piece of junk.",1.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R9OHBFG1OZH6H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Krystina,https://www.amazon.com/gp/profile/amzn1.account.AFOG7YVD2MW7OL3ZIXKJGA7FK37Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Couple problems, let it heat for a while",https://www.amazon.com/gp/customer-reviews/R52YU2F61FOHK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 6, 2020",Kind of rinky dink. It doesn't stand up straight on its own because the cord makes it flip to the right. The glue sticks go so fast too! The glue doesn't heat up hot enough. The glue starts drying immediately with little time to stick in the proper place... maybe I need to let it heat up longer before using.,4.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R52YU2F61FOHK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Mikayla,https://www.amazon.com/gp/profile/amzn1.account.AENNJMRPUMNJS4UO3MASBZ7E5SDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great for a project,https://www.amazon.com/gp/customer-reviews/R23VRD5CB63J4I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on June 30, 2022",Easy to use,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R23VRD5CB63J4I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Kaytee Jensen,https://www.amazon.com/gp/profile/amzn1.account.AG7HU4ZH73XQJN7F3I7ZISLDQA2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great,https://www.amazon.com/gp/customer-reviews/R1D7NC2H1MXJ9W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on September 21, 2022",Exactly what I needed,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1D7NC2H1MXJ9W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Amzn,https://www.amazon.com/gp/profile/amzn1.account.AELDREBWZ32K4LIBSOQYD55ZSUDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good,https://www.amazon.com/gp/customer-reviews/RJOGQZ0MUDITB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 20, 2020",Perfect little guy... extremely hot,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RJOGQZ0MUDITB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Lady Pimento,https://www.amazon.com/gp/profile/amzn1.account.AGTWXVXVDUHLOXVVKJHFLIIZJCTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Great glue gun,https://www.amazon.com/gp/customer-reviews/R3FFPS5LVFO5XW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on December 24, 2019","Great, little glue gun",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3FFPS5LVFO5XW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Anonymous,https://www.amazon.com/gp/profile/amzn1.account.AGTRZY3NBYD7HIDLLG5IF2NFDWBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Awesome,https://www.amazon.com/gp/customer-reviews/R2GDEID5E3KMN0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 21, 2020",Awesome product for just 5$,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2GDEID5E3KMN0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Sinnah,https://www.amazon.com/gp/profile/amzn1.account.AHG4HK2KNHFUYSI45H23ELVD6DSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Works great!,https://www.amazon.com/gp/customer-reviews/R2QHIM2PXIQDC9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on September 1, 2021","This glue gun is so nice!
The glue sticks it came with weren't working well, but I had backup sticks and they worked great with the gun!",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2QHIM2PXIQDC9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Jason M,https://www.amazon.com/gp/profile/amzn1.account.AFTVQTLF6HXZ5Z6EGFUOFXUFZVZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,does what its supposed to,https://www.amazon.com/gp/customer-reviews/R3J23KGQH6YMNJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on August 19, 2021",does what its supposed to and glues things together,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R3J23KGQH6YMNJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Fifi,https://www.amazon.com/gp/profile/amzn1.account.AHGPKRVE2PP7LUYFIIDADVPBHV4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Glue is not sticky at all,https://www.amazon.com/gp/customer-reviews/RZILIQ6K8WSL5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on February 25, 2021","The gluegun itself works well, but the hour stick is not sticky at all. I bought it to fix kids cross charm, but won't work. Without good stick what should I do with the gun.",3.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/RZILIQ6K8WSL5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
Eric & Miriam,https://www.amazon.com/gp/profile/amzn1.account.AEREVLFBRCSFTPYSZLNS6QAG5HLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Good quality,https://www.amazon.com/gp/customer-reviews/R2JRMJIC5X2RD6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on November 20, 2020","Good quality, heats up fast!",5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R2JRMJIC5X2RD6/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
R Pratt,https://www.amazon.com/gp/profile/amzn1.account.AHR7ZSYX2FDDK3QYWJU2N5FDZDRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,Cool,https://www.amazon.com/gp/customer-reviews/R1OJXQ8245KD1F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4,"Reviewed in the United States 🇺🇸 on March 9, 2022",Good!,5.0 out of 5 stars,https://www.amazon.com/gp/customer-reviews/R1OJXQ8245KD1F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B01FIJPPN4
